country,calendar_year,exports_1k_bags,exports_kg,exports_lb,population_boy,population_mid
Ghana,2019.0,10.1549369,609296.2139999999,1343268.2167919585,31195334.0,31522290.0
Guatemala,2019.0,3613.1879915,216791279.49,477942958.98345995,16981503.0,17106338.0
Guinea,2019.0,68.9079607,4134477.6420000005,9114962.939086247,12713491.0,12877538.0
Guyana,2019.0,0.6464431,38786.586,85509.7849199305,805664.0,798753.0
Haiti,2019.0,1.8611867,111671.202,246192.85813838098,11086368.0,11160438.0
Honduras,2019.0,6764.5646073,405873876.438,894798729.6131666,9875868.0,9958829.0
India,2019.0,6027.8611523,361671669.138,797349543.4638833,1376257714.0,1383112050.0
Indonesia,2019.0,6333.8728885,380032373.31,837827967.2345701,268339908.0,269582878.0
Jamaica,2019.0,9.405321,564319.26,1244111.006541652,2813073.0,2813773.0
Kenya,2019.0,835.8867766,50153206.596,110568893.81985824,50442689.0,50951450.0
Lao People's Democratic Republic,2019.0,575.3368254,34520209.524,76104034.8276122,7158453.0,7212053.0
Liberia,2019.0,0.5833333,34999.998,77161.78735550476,4936387.0,4985289.0
Madagascar,2019.0,4.0040167,240241.002,529640.7477051112,27187137.0,27533134.0
Malawi,2019.0,15.6594366,939566.196,2071388.890427151,18613791.0,18867337.0
Mexico,2019.0,2626.9848561,157619091.366,347490614.46092564,124560160.0,125085311.0
Nepal,2019.0,1.2407212,74443.27200000001,164119.32149573273,28665764.0,28832496.0
Nicaragua,2019.0,2954.389526,177263371.56,390798838.96657795,6618143.0,6663924.0
Nigeria,2019.0,2.1935393,131612.358,290155.5817618208,200828388.0,203304492.0
Panama,2019.0,50.691857,3041511.42,6705384.881147116,4199523.0,4232532.0
Papua New Guinea,2019.0,787.073434,47224406.04,104111993.85921377,9436153.0,9542486.0
Paraguay,2019.0,0.0006743,40.458,89.1946220348073,6487014.0,6530026.0
Peru,2019.0,3771.9458818,226316752.908,498943033.16461354,32559440.0,32824860.999999996
Philippines,2019.0,7.0860156,425160.936,937319.4174325201,109473986.0,110380804.0
Rwanda,2019.0,388.8660001,23331960.006,51438166.841327064,12682725.0,12835028.0
Sierra Leone,2019.0,46.740111,2804406.6599999997,6182658.3635028,7953448.0,8046828.0
Sri Lanka,2019.0,0.9553168,57319.007999999994,126366.78169880112,21616166.0,21649664.0
Tanzania,2019.0,1069.2142865,64152857.19000001,141432840.21738645,58973192.0,59872579.0
Thailand,2019.0,174.2986935,10457921.610000001,23055770.558939975,71226152.0,71307763.0
Timor-Leste,2019.0,117.1977167,7031863.002,15502604.247959252,1271121.0,1280438.0
Togo,2019.0,58.49345,3509607.0000000005,7737358.986003114,8143953.0,8243093.999999999
Trinidad & Tobago,2019.0,2.4710825,148264.95,326868.2627974592,1526010.0,1519955.0
Uganda,2019.0,4526.143,271568580.0,598706234.8516815,42212297.0,42949080.0
Venezuela,2019.0,53.2333949,3194003.694,7041572.798064865,29314535.0,28971683.0
Viet Nam,2019.0,27400.1618174,1644009709.0440001,3624420995.099439,95349838.0,95776716.0
Yemen,2019.0,12.1805242,730831.452,1611207.5518386825,31166253.0,31546691.0
Zambia,2019.0,27.2767848,1636607.088,3608101.0092848535,18106035.0,18380477.0
Zimbabwe,2019.0,6.2683128,376098.76800000004,829155.851982715,15203989.0,15354608.0
